TDS_ppm,Li_ppm,Mg_ppm,Ca_ppm,Na_ppm,K_ppm,Cl_ppm,SO4_ppm,HCO3_ppm,B_ppm,pH,Temp_C,Source_Type,Sample_ID,Sampling_Date,Location,Mg_Recovery_%,Ca_Recovery_%,Li_Recovery_%,Energy_kWh_m3,Chemical_Cost_USD_m3,Energy_Cost_USD_m3,Treatment_Cost_USD_m3,Total_Cost_USD_m3,Li_Revenue_USD_m3,Mg_Revenue_USD_m3,Ca_Revenue_USD_m3,Salt_Revenue_USD_m3,Total_Revenue_USD_m3,Profit_USD_m3,CAPEX_USD_m3_day,ROI_%,Economic_Flag,Oil_ppm
37000.0,0.21,1225.3,412.3,10097.8,350.0,20000.0,2900.0,100.0,4.8,8.14,26.160473189642687,seawater,SE0362,2022-07-29 20:02:00.200333888,Mediterranean,70.30751248088994,72.56104481436805,22.05264800709405,3.844375380180151,3.7,0.3075500304144121,0.0,4.0075500304144125,0.0036955827530288,0.8270188324112107,0.0897507563308918,0.451467,1.3719321714951314,-2.6356178589192814,3000,-32.06668395018459,Low,158.15
34836.9,0.176,1200.0,424.9,10947.7,350.0,19429.6,2530.7,118.2,4.0,7.65,27.494415973841065,seawater,SE0363,2020-04-14 19:23:32.353923204,Red_Sea,83.89344216958106,72.28086422079713,29.962602318476502,4.114363269073204,3.48369,0.3291490615258563,0.0,3.8128390615258567,0.0042081875704253,0.966452453793574,0.0921364176222501,0.4556595,1.518456558986249,-2.2943825025396074,3000,-27.91498711423189,Low,158.15
35602.6,0.191,1388.4,450.0,10184.2,352.9,19861.3,2753.9,120.3,4.0,8.0,23.289256744363804,seawater,SE0364,2020-01-08 07:29:32.954924874,Pacific,74.62052351688585,74.36260818753495,12.01630428130777,3.949564385213584,3.56026,0.3159651508170867,0.0,3.876225150817087,0.0018315010659483,0.9945900945681057,0.1003895210531721,0.4506825,1.547493616687226,-2.3287315341298607,3000,-28.3329003319133,Low,158.15
36035.2,0.167,1373.7,450.0,10626.6,365.8,19035.1,2868.4,135.9,4.6,8.22,25.97538462711301,seawater,SE0365,2020-03-26 07:24:44.474123539,Red_Sea,87.16325354364716,67.17641515297889,26.4246042533853,3.900024762131972,3.60352,0.3120019809705577,0.0,3.9155219809705577,0.0035215013104316,1.149467149371918,0.0906881604565214,0.4449254999999999,1.688602311138871,-2.2269196698316867,3000,-27.09418931628552,Low,158.15
34398.2,0.213,1271.9,350.0,10910.2,400.0,19617.9,2595.9,139.5,4.3,8.34,27.687393523032146,seawater,SE0366,2021-07-19 11:25:08.514190312,Pacific,79.32728237665222,76.57373183574028,12.376324945302944,4.109416331101152,3.43982,0.3287533064880922,0.0,3.768573306488092,0.0021036534562529,0.968605156366694,0.0804024184275272,0.4579215,1.5090327282504743,-2.259540578237617,3000,-27.491077035224343,Low,158.15
35336.1,0.15,1306.7,359.5,10483.2,369.5,19586.7,2880.5,109.9,4.8,7.73,22.107701355618342,seawater,SE0367,2023-04-14 04:46:04.607679456,Atlantic,80.61271164744912,72.56005549267958,23.39828037592872,3.0851711088844604,3.53361,0.2468136887107568,0.0,3.7804236887107567,0.0028007741609986,1.0112316509733288,0.0782560198488549,0.4510484999999999,1.5433369449831824,-2.2370867437275743,3000,-27.21788871535215,Low,158.15
35018.9,0.224,1351.6,350.0,10727.4,383.6,18800.0,2500.0,117.0,4.5,7.5,24.61252850053506,seawater,SE0368,2022-12-10 21:23:44.373956592,Red_Sea,85.07873088532733,68.36858667393314,22.863152061180344,4.097132921042149,3.5018900000000004,0.3277706336833719,0.0,3.829660633683373,0.0040868341572401,1.1039271615802408,0.0717870160076298,0.442911,1.6227120117451108,-2.206948621938261,3000,-26.85120823358218,Low,158.15
35146.5,0.169,1200.0,388.3,10241.8,388.0,20000.0,2900.0,104.7,4.6,7.55,24.70784940501256,seawater,SE0369,2020-10-19 11:41:58.196994992,Atlantic,85.58861215606686,80.6625166745182,28.054338696223983,3.4089828947301424,3.51465,0.2727186315784114,0.0,3.787368631578412,0.0037834642252501,0.9859808120378902,0.0939637656741462,0.4536269999999999,1.5373550419372866,-2.2500135896411253,3000,-27.37516534063369,Low,158.15
33840.5,0.127,1247.1,423.3,10401.8,382.6,20000.0,2712.8,100.0,4.0,7.67,29.132016586652625,seawater,SE0370,2023-06-11 16:42:28.247078464,Mediterranean,82.85301666161136,78.19302740816775,12.278912273610247,3.857808381764032,3.38405,0.3086246705411225,0.0,3.692674670541123,0.0012444186432813,0.9919295719554768,0.0992973255056322,0.4560269999999999,1.5484983161043904,-2.1441763544367323,3000,-26.087478978980243,Low,158.15
35036.8,0.174,1379.4,449.4,10397.1,378.5,19161.7,2590.7,126.2,5.0,7.72,19.6698391418616,seawater,SE0371,2023-03-08 15:18:19.833055088,Atlantic,88.76863630825486,69.84025854861555,16.308889321637956,3.3634574920447613,3.503680000000001,0.2690765993635809,0.0,3.7727565993635817,0.002264521900088,1.1754955864666248,0.0941586365752435,0.443382,1.7153007449419566,-2.057455854421625,3000,-25.03237956212977,Low,158.15
35747.0,0.15,1200.0,396.2,10126.7,356.1,18800.0,2650.2,100.0,4.4,7.74,24.742288956961744,seawater,SE0372,2023-04-11 18:16:13.622704496,Pacific,89.64596872640838,81.19044463072183,11.815595207093716,4.258226358310257,3.5747,0.3406581086648205,0.0,3.9153581086648206,0.0014143267462891,1.0327215597282244,0.0965029624880759,0.4339005,1.5645393489625896,-2.350818759702231,3000,-28.60162824304381,Low,158.15
37000.0,0.195,1329.4,384.0,10411.6,400.0,19608.5,2871.8,111.7,4.8,8.14,30.0,seawater,SE0373,2022-09-23 21:28:32.854757920,Mediterranean,88.93770888749233,83.00645625279435,18.14766651608868,3.720839031451134,3.7,0.2976671225160907,0.0,3.997667122516091,0.0028239583865685,1.1350443858723105,0.095623437603219,0.4503014999999999,1.683793281862098,-2.3138738406539927,3000,-28.152131727956917,Low,158.15
36438.9,0.15,1200.0,407.6,10000.0,400.0,19452.0,2593.1,100.1,4.1,8.18,30.0,seawater,SE0374,2022-04-28 05:07:42.771285472,Red_Sea,86.48358370687887,73.42165667710907,28.2318634711489,3.964411818037475,3.64389,0.317152945442998,0.0,3.9610429454429994,0.0033793540574965,0.9962908843032448,0.0897800017847689,0.44178,1.5312302401455105,-2.429812705297488,3000,-29.562721247786104,Low,158.15
37000.0,0.157,1346.6,358.2,10254.4,350.0,19613.4,2560.1,131.0,4.7,7.75,30.0,seawater,SE0375,2022-03-27 12:39:39.966611016,Red_Sea,84.11250440488503,65.37381125392302,25.630463021237123,4.191123065215092,3.7,0.3352898452172074,0.0,4.035289845217208,0.0032111381900787,1.0873526249435346,0.0702506975734656,0.448017,1.608831460707079,-2.426458384510129,3000,-29.52191034487324,Low,158.15
33849.0,0.113,1296.4,450.0,10357.6,359.5,19514.9,2665.7,150.0,4.0,8.13,25.12215920089017,seawater,SE0376,2023-03-13 12:18:01.803005008,Pacific,83.26651715763334,82.89480391367468,24.458002008906384,4.342972882607047,3.3849,0.3474378306085637,0.0,3.732337830608564,0.0022054758731511,1.0362884432942965,0.1119079852834608,0.4480875,1.5984894044509084,-2.133848426157656,3000,-25.96182251825147,Low,158.15
36308.5,0.156,1200.0,350.0,10371.9,374.4,19703.7,2500.0,100.0,4.7,7.91,26.604987818430114,seawater,SE0377,2023-08-14 01:38:33.856427376,Persian_Gulf,72.07500353841068,64.73699050238793,20.66055009725404,4.098093145604011,3.63085,0.3278474516483209,0.0,3.958697451648321,0.0025719905605069,0.8303040407624912,0.0679738400275073,0.451134,1.3519838713505057,-2.606713580297815,3000,-31.715015226956755,Low,158.15
35275.0,0.1,1400.0,409.2,10379.3,360.7,20000.0,2900.0,100.0,4.3,7.82,30.0,seawater,SE0378,2023-08-11 15:08:42.871452416,Persian_Gulf,75.42968693638225,61.21058066043173,27.66971484671046,3.2231528642856087,3.5275000000000003,0.2578522291428487,0.0,3.785352229142849,0.0022080432447674,1.0137749924249777,0.0751421088187459,0.4556894999999999,1.546814644488491,-2.2385375846543583,3000,-27.23554061329469,Low,158.15
37000.0,0.122,1226.5,450.0,10469.1,390.1,19740.9,2596.7,117.5,4.5,8.07,30.0,seawater,SE0379,2023-06-14 03:12:19.232053408,Red_Sea,70.11376447058754,68.18717522182827,18.988835964826567,4.28179855437868,3.7,0.3425438843502944,0.0,4.042543884350295,0.0018486771141916,0.825547508382486,0.0920526865494681,0.45315,1.372598872046146,-2.6699450123041486,3000,-32.48433098303381,Low,158.15
33787.6,0.193,1219.0,400.3,10739.7,365.4,18800.0,2876.3,120.3,4.8,7.82,15.241985435585567,seawater,SE0380,2020-04-24 13:22:56.293823038,Pacific,72.74819740467984,78.174158611526,12.993713342012764,3.9278668737982594,3.37876,0.3142293499038607,0.0,3.692989349903861,0.0020012137666567,0.8513285053085253,0.0938793470765815,0.4430955,1.3903045661517637,-2.302684783752097,3000,-28.01599820231718,Low,158.15
33740.4,0.194,1320.1,390.5,10937.3,400.0,20000.0,2751.9,124.4,4.0,8.42,18.42279346475077,seawater,SE0381,2020-11-15 07:10:19.031719532,Persian_Gulf,78.78458954338376,83.08185215883873,26.751704462415585,3.9141746375704094,3.3740400000000004,0.3131339710056328,0.0,3.687173971005633,0.0041414848712354,0.9984339518997206,0.0973303898040795,0.4640594999999999,1.5639653265750355,-2.1232086444305978,3000,-25.83237184057227,Low,158.15
34100.9,0.183,1400.0,382.1,10175.1,400.0,20000.0,2513.1,111.1,4.2,7.5,30.0,seawater,SE0382,2020-09-10 11:44:22.437395656,Atlantic,72.93073101578146,75.93214117036099,15.592766561034535,4.382010839707382,3.4100900000000003,0.3505608671765906,0.0,3.760650867176591,0.0022770740719741,0.9801890248521028,0.0870410134235848,0.4526265,1.522133612347662,-2.2385172548289294,3000,-27.235293267085307,Low,158.15
33000.0,0.141,1200.0,391.0,10000.0,384.3,20000.0,2708.8,116.0,4.7,7.65,23.61555322115598,seawater,SE0383,2020-05-14 01:21:44.173622704,Red_Sea,88.03326829353516,83.7959636741665,11.07267082048896,3.3732473334988247,3.3000000000000003,0.2698597866799059,0.0,3.569859786679906,0.0012458747753797,1.014143250741525,0.0982926653897972,0.45,1.563681790906702,-2.0061779957732044,3000,-24.40849894857399,Low,158.15
34211.4,0.169,1306.2,450.0,10000.0,400.0,18800.0,2866.8,127.4,5.0,7.76,21.641396053709613,seawater,SE0384,2022-05-17 17:06:30.651085136,Atlantic,86.11398370670564,62.30927098189741,12.520760613375828,3.35938142774105,3.4211400000000003,0.268750514219284,0.0,3.689890514219284,0.001688574817841,1.0798280209699096,0.0841175158255615,0.432,1.597634111613312,-2.092256402605972,3000,-25.455786231706,Low,158.15
33861.3,0.17,1342.9,350.0,10256.4,400.0,19545.7,2672.3,140.8,4.4,7.93,18.72919506502198,seawater,SE0385,2022-03-22 15:39:57.996661096,Pacific,71.43223824179036,61.5188432397005,22.181178323882964,3.769790332042443,3.3861300000000005,0.3015832265633954,0.0,3.687713226563396,0.0030090986514179,0.9208929862550428,0.0645947854016855,0.4470314999999999,1.435528370308146,-2.25218485625525,3000,-27.401582417772207,Low,158.15
35225.6,0.135,1369.3,450.0,10324.0,368.7,18800.0,2900.0,100.0,4.8,8.18,22.22491649227945,seawater,SE0386,2020-02-06 13:27:44.774624374,Atlantic,74.97827430934532,75.1047987685916,22.14163927842345,4.126294599802298,3.52256,0.3301035679841839,0.0,3.852663567984184,0.0023853187994645,0.9856104097131508,0.1013914783375986,0.4368599999999999,1.5262472068502142,-2.32641636113397,3000,-28.304732393796638,Low,158.15
35512.6,0.215,1317.6,350.0,10115.0,363.7,19731.9,2900.0,112.6,4.4,7.79,17.988153582880877,seawater,SE0387,2022-07-20 02:02:36.260434048,Persian_Gulf,86.38143769223018,84.15290806231887,15.20366342164069,3.670861062342764,3.55126,0.2936688849874211,0.0,3.844928884987421,0.0026084925332508,1.0926353501115118,0.0883605534654348,0.4477035,1.6313078961101974,-2.213620988877224,3000,-26.93238869800622,Low,158.15
37000.0,0.196,1263.3,386.7,10000.0,381.6,19071.1,2893.8,124.3,5.0,7.5,30.0,seawater,SE0388,2020-06-14 17:49:46.978297160,Persian_Gulf,86.06092253119746,72.5680327238681,24.543602958919585,3.950837084838604,3.7,0.3160669667870883,0.0,4.016066966787088,0.0038388158515986,1.0437193289631528,0.0841861747629593,0.4360665,1.5678108195777107,-2.4482561472093773,3000,-29.78711645771409,Low,158.15
36425.6,0.163,1217.2,378.5,10271.9,397.2,20000.0,2618.1,101.6,4.0,8.05,24.88781974009713,seawater,SE0389,2020-06-22 01:19:19.933222036,Mediterranean,88.90901100235578,61.28788064848263,25.47280310799069,3.6787870863340784,3.64256,0.2943029669067262,0.0,3.9368629669067263,0.0033133493914687,1.0389124626438475,0.069592388476352,0.4540785,1.5658967005116686,-2.3709662663950577,3000,-28.84675624113987,Low,158.15
34134.6,0.171,1308.6,429.4,10590.7,382.8,18935.2,2500.0,150.0,4.5,8.03,24.710247291186413,seawater,SE0390,2020-04-29 10:22:38.263772954,Red_Sea,89.95095523234721,65.53046640193641,28.41005252267237,3.915580770730453,3.41346,0.3132464616584362,0.0,3.726706461658437,0.0038767789471388,1.1300142721636757,0.0844163468189744,0.4428885,1.661195897929789,-2.0655105637286475,3000,-25.13037852536521,Low,158.15
33652.4,0.176,1200.0,350.0,10797.5,350.0,18800.0,2587.3,107.3,4.0,7.5,27.94038337583916,seawater,SE0391,2022-10-25 13:56:35.659432384,Pacific,89.52540126482243,66.11982266039426,21.698749973564738,4.233393453920566,3.3652400000000005,0.3386714763136453,0.0,3.7039114763136456,0.0030475460362872,1.0313326225707544,0.0694258137934139,0.4439625,1.5477684824004558,-2.15614299391319,3000,-26.233073092610475,Low,158.15
35737.9,0.109,1200.0,423.1,10221.3,363.9,19117.2,2749.2,119.2,4.0,7.8,29.81172584633285,seawater,SE0392,2022-02-16 12:42:04.207011680,Red_Sea,78.20275971442882,68.44642822842376,25.588467282951456,3.270715044136385,3.57379,0.2616572035309107,0.0,3.835447203530911,0.0022257360612056,0.90089579191022,0.0868790513503382,0.4400775,1.430078079321764,-2.4053691242091477,3000,-29.265324344544624,Low,158.15
33019.7,0.163,1343.7,450.0,10293.5,378.5,18800.0,2819.2,131.1,4.6,7.5,29.7294407827732,seawater,SE0393,2023-04-16 15:15:55.592654416,Atlantic,75.00656887604065,61.09008458965532,25.061993595432675,4.043067801008976,3.30197,0.3234454240807181,0.0,3.625415424080718,0.0032599137549323,0.9675487353478638,0.0824716141960346,0.4364024999999999,1.4896827632988308,-2.135732660781887,3000,-25.984747372846297,Low,158.15
37000.0,0.15,1390.4,350.0,10036.7,378.5,19850.7,2500.0,108.2,4.6,7.6,30.0,seawater,SE0394,2023-12-23 16:30:27.045075120,Pacific,85.16820380854125,82.6223175124479,15.156180969343858,4.181138609007275,3.7,0.334491088720582,0.0,4.034491088720582,0.0018141948620304,1.1368115575237994,0.0867534333880703,0.4483109999999999,1.6736901857739002,-2.360800902946682,3000,-28.72307765251797,Low,158.15
36769.2,0.14,1200.0,409.5,10484.3,400.0,18800.0,2708.4,100.0,4.4,7.53,21.84577224604572,seawater,SE0395,2023-01-01 19:52:23.238731216,Pacific,75.98545785488062,72.88909861803738,16.204518558753186,3.6706671112226736,3.67692,0.2936533688978139,0.0,3.970573368897814,0.0018103688133839,0.8753524744882247,0.0895442576522589,0.4392645,1.4059716009538676,-2.5646017679439463,3000,-31.20265484331801,Low,158.15
34296.2,0.162,1200.0,366.9,10075.8,352.3,19417.1,2741.6,111.4,4.4,8.04,23.51066597521569,seawater,SE0396,2023-02-02 12:20:26.043405664,Persian_Gulf,86.12800720262659,76.77326982385273,19.56964791505743,3.484850365601781,3.42962,0.2787880292481425,0.0,3.7084080292481434,0.0025298858038669,0.9921946429742584,0.0845043380951146,0.4423934999999999,1.5216223668732398,-2.186785662374903,3000,-26.60589222556132,Low,158.15
33000.0,0.224,1361.9,421.3,10786.6,390.1,18800.0,2654.5,140.6,5.0,7.84,28.84515827721138,seawater,SE0397,2021-05-26 20:28:26.844741232,Atlantic,80.67909460795849,61.679320922375226,10.38077935058497,3.020316485886603,3.3000000000000003,0.2416253188709282,0.0,3.541625318870929,0.0018555850704757,1.0548178458871555,0.07795649371379,0.443799,1.5784289246714214,-1.9631963941995072,3000,-23.88555612942734,Low,158.15
37000.0,0.189,1400.0,401.0,10000.0,400.0,19207.8,2900.0,113.3,4.4,7.5,22.3630546918019,seawater,SE0398,2020-11-05 13:10:55.091819696,Persian_Gulf,85.87854550469908,61.35288669509124,15.947955463154472,4.195657533501141,3.7,0.3356526026800913,0.0,4.035652602680091,0.0024053025388638,1.1542076515831554,0.0738075226941947,0.438117,1.6685374768162142,-2.367115125863877,3000,-28.799900698010504,Low,158.15
34828.2,0.153,1302.1,367.9,10320.2,400.0,20000.0,2794.4,103.1,4.8,8.06,24.97446683986388,seawater,SE0399,2023-07-06 01:40:58.096828032,Persian_Gulf,75.5175975943402,74.66169430101368,19.47765746688476,3.491907988553982,3.48282,0.2793526390843185,0.0,3.7621726390843184,0.0023781051107618,0.9439820527448676,0.0824041120000288,0.454803,1.483567269855658,-2.2786053692286603,3000,-27.72303199228203,Low,158.15
36856.7,0.187,1227.2,424.4,10650.6,371.9,19616.4,2900.0,138.5,4.2,7.5,26.993818822124076,seawater,SE0400,2021-10-07 21:50:11.018363936,Mediterranean,80.16054631107642,82.1824002626052,12.161385905622875,3.535964204112076,3.68567,0.282877136328966,0.0,3.968547136328966,0.0018147949731524,0.9443810153563488,0.1046346320143489,0.454005,1.50483544234385,-2.463711693985116,3000,-29.97515894348557,Low,158.15
33000.0,0.212,1281.7,450.0,10591.9,389.8,18881.9,2666.8,113.4,4.6,7.9,28.92592541155188,seawater,SE0401,2023-01-14 00:21:38.163606000,Persian_Gulf,81.28047587204364,73.21205002398868,12.52551775550251,3.5040092446482185,3.3000000000000003,0.2803207395718575,0.0,3.580320739571858,0.0021190169918048,1.000100984881904,0.0988362675323847,0.4421070000000001,1.5431632694060935,-2.037157470165764,3000,-24.7854158870168,Low,158.15
34100.9,0.198,1400.0,390.5,11000.0,391.4,19381.3,2897.5,109.8,4.4,7.56,16.111595188148996,seawater,SE0402,2020-02-04 02:57:53.789649415,Red_Sea,88.86216135440264,81.94547931425178,19.264734714746822,3.748108996218507,3.4100900000000003,0.2998487196974805,0.0,3.709938719697481,0.0030439051438688,1.1943074486031715,0.0959991290166459,0.4557195,1.7490699827636864,-1.9608687369337945,3000,-23.85723629936117,Low,158.15
35007.9,0.172,1235.4,436.0,10674.9,383.9,19410.8,2900.0,123.0,4.3,7.69,28.573728249444727,seawater,SE0403,2021-06-20 05:26:56.694490816,Pacific,75.33195153660834,80.27478182638099,24.619300631718623,4.053749359828616,3.5007900000000003,0.3242999487862892,0.0,3.8250899487862897,0.0033791467275071,0.8934248921119292,0.1049994146289063,0.4512854999999999,1.4530889534683429,-2.372000995317947,3000,-28.85934544303502,Low,158.15
35070.5,0.151,1220.1,350.0,10000.0,378.0,19683.6,2900.0,135.4,5.0,7.95,23.831379710741373,seawater,SE0404,2021-06-05 14:27:50.784641064,Persian_Gulf,88.7337647856979,61.89634464487302,26.67497861841366,4.157794696500766,3.50705,0.3326235757200613,0.0,3.839673575720061,0.0032142815735616,1.0393350375842878,0.0649911618771166,0.445254,1.552794481034966,-2.286879094685095,3000,-27.823695652001994,Low,158.15
34324.9,0.191,1251.7,352.2,10452.3,388.7,18800.0,2500.0,150.0,5.0,7.96,28.537288554321904,seawater,SE0405,2022-06-23 06:34:15.425709504,Red_Sea,86.09717830931432,65.04893685964225,20.92627795009497,3.5888560806047374,3.4324900000000005,0.287108486448379,0.0,3.7195984864483793,0.0031895414325975,1.0345712456617795,0.068730706685898,0.4387844999999999,1.5452759937802751,-2.174322492668104,3000,-26.4542569941286,Low,158.15
35934.3,0.182,1204.7,423.6,10000.0,350.0,19755.5,2659.3,136.5,4.6,8.2,28.884658461774144,seawater,SE0406,2023-11-24 10:32:15.225375616,Atlantic,84.61788108173391,76.44276672888356,19.494979750934625,3.9946530525677537,3.593430000000001,0.3195722442054203,0.0,3.913002244205421,0.0028313728791067,0.9786159488559826,0.0971434679590652,0.4463324999999999,1.5249232896941545,-2.3880789545112666,3000,-29.05496061322041,Low,158.15
33398.6,0.197,1312.3,450.0,10459.7,393.6,18800.0,2641.0,143.2,4.0,7.78,30.0,seawater,SE0407,2023-10-09 03:05:06.510851408,Pacific,85.73740538370251,71.08753456375103,17.685611369195104,4.081026375406973,3.33986,0.3264821100325578,0.0,3.6663421100325575,0.0027802842209056,1.0801266920163148,0.0959681716610638,0.4388955,1.6177706478982845,-2.048571462134273,3000,-24.924286122633653,Low,158.15
34786.4,0.189,1400.0,417.8,10083.5,382.5,19022.1,2807.9,109.9,4.3,7.89,30.0,seawater,SE0408,2023-11-29 07:31:57.195325536,Atlantic,82.10850091760113,67.26749534117302,13.858979848752124,3.4453759975160723,3.4786400000000004,0.2756300798012858,0.0,3.754270079801286,0.0020902390587484,1.103538252332559,0.0843130786606262,0.4365839999999999,1.6265255700519337,-2.1277445097493524,3000,-25.88755820195045,Low,158.15
35180.4,0.201,1332.3,384.3,10957.7,375.6,19107.0,2847.3,100.0,5.0,7.67,30.0,seawater,SE0409,2020-07-18 20:47:40.767946576,Red_Sea,74.88160020924971,70.46584640119949,12.931240056287294,3.14493220430564,3.5180400000000005,0.2515945763444512,0.0,3.769634576344452,0.0020741450425483,0.9577416572043204,0.0812400743159429,0.4509705,1.4920263765628117,-2.27760819978164,3000,-27.710899764009955,Low,158.15
35771.7,0.154,1274.8,400.0,10225.2,400.0,19780.0,2542.2,121.2,4.4,7.85,30.0,seawater,SE0410,2020-03-31 04:24:26.444073455,Atlantic,73.78989937679705,71.12999115676585,25.83792903323616,4.341998580966694,3.57717,0.3473598864773355,0.0,3.9245298864773352,0.0031752747747524,0.9030466917651924,0.085355989388119,0.450078,1.441655955928064,-2.482873930549271,3000,-30.208299488349468,Low,158.15
36067.4,0.21,1270.8,350.0,10441.6,366.5,19413.6,2723.6,122.1,5.0,7.93,26.45689492407973,seawater,SE0411,2021-05-29 06:58:17.829716192,Atlantic,87.32682871700781,82.76380627053992,19.300132644246723,4.015673957672389,3.60674,0.3212539166137911,0.0,3.927993916613792,0.0032343162285228,1.065359365762306,0.0869019965840669,0.4478279999999999,1.6033236785748957,-2.3246702380388955,3000,-28.283487896139896,Low,158.15
33313.0,0.176,1200.0,430.2,10182.2,371.9,18800.0,2500.0,100.0,5.0,7.77,25.1609254351842,seawater,SE0412,2020-08-04 22:16:37.662771284,Atlantic,84.50278805191667,62.586457092623824,25.80640490959509,3.972165613314437,3.3313,0.317773249065155,0.0,3.649073249065155,0.0036244579567428,0.97347211835808,0.0807740815237403,0.434733,1.492603657838563,-2.156469591226592,3000,-26.237046693256872,Low,158.15
33000.0,0.232,1388.3,444.1,11000.0,400.0,18809.0,2900.0,116.5,4.6,7.5,29.364085415891672,seawater,SE0413,2020-10-04 20:42:52.287145240,Persian_Gulf,74.26408565521898,66.99326867019037,24.081660718012596,3.088353772817967,3.3000000000000003,0.2470683018254373,0.0,3.547068301825438,0.0044583823386899,0.9897679691053488,0.0892551318492946,0.447135,1.5306164832933336,-2.0164518185321043,3000,-24.533497125473936,Low,158.15
36916.5,0.149,1292.2,377.4,10339.4,363.4,19519.2,2607.5,128.0,4.1,7.9,28.66040475716511,seawater,SE0414,2020-03-11 16:25:38.564273789,Persian_Gulf,82.30186731748803,73.43912041456785,13.877918287667576,4.226809586255889,3.69165,0.3381447669004712,0.0,4.029794766900471,0.0016501122402402,1.0209645402975172,0.0831477721333737,0.447879,1.553641424671131,-2.47615334222934,3000,-30.126532330456968,Low,158.15
35498.5,0.222,1282.0,376.5,11000.0,369.0,19352.6,2721.2,127.2,4.0,7.91,23.4546688163087,seawater,SE0415,2022-10-01 04:58:05.809682800,Persian_Gulf,78.95092962828448,77.4571731657648,20.206145284224515,3.84908123412908,3.54985,0.3079264987303264,0.0,3.857776498730327,0.003579639873972,0.9716648811212228,0.0874878770907313,0.455289,1.518021398085926,-2.3397551006444006,3000,-28.46702039117354,Low,158.15
33877.3,0.176,1400.0,413.3,10907.1,377.1,19052.5,2648.1,130.1,4.8,7.6,27.02411704404134,seawater,SE0416,2022-10-15 19:57:11.719532544,Pacific,73.17310339926188,75.7659322239811,18.88033260845361,4.271826625976349,3.3877300000000004,0.3417461300781079,0.0,3.729476130078108,0.002651704954192,0.9834465096860796,0.0939421793645141,0.449394,1.529434394004786,-2.2000417360733224,3000,-26.76717445555876,Low,158.15
37000.0,0.15,1329.9,378.2,10741.0,396.8,19111.5,2900.0,125.8,4.1,7.5,24.82451766607703,seawater,SE0417,2020-09-25 02:43:28.347245408,Red_Sea,80.63714218714328,83.54106844343487,18.477470121813937,4.461841775605143,3.7,0.3569473420484114,0.0,4.056947342048412,0.0022117531735811,1.0294976197889456,0.0947856962559211,0.4477875,1.574282569218448,-2.482664772829964,3000,-30.20575473609789,Low,158.15
35173.5,0.155,1224.8,396.7,10684.4,384.2,19817.7,2500.0,109.9,4.6,8.24,20.73033545769972,seawater,SE0418,2021-11-08 14:18:13.823038392,Persian_Gulf,75.63038184932834,79.89022312048684,20.85142098407628,4.435650481320363,3.51735,0.354852038505629,0.0,3.872202038505629,0.0025791122615203,0.8892680802149506,0.0950773545356913,0.4575315,1.4444560470121623,-2.4277459914934667,3000,-29.537576229837185,Low,158.15
36768.9,0.16,1257.4,450.0,10696.9,354.1,19089.4,2706.7,109.7,4.0,7.95,30.0,seawater,SE0419,2023-10-06 16:35:15.525876448,Atlantic,71.92488248315144,73.92692104936076,29.64163802150876,4.284134019585311,3.67689,0.3427307215668249,0.0,4.019620721566825,0.0037846443425862,0.8682081334494204,0.099801343416637,0.4467945000000001,1.4185886212086438,-2.601032100358181,3000,-31.64589055435787,Low,158.15
35101.3,0.183,1400.0,387.6,10000.0,369.4,19347.1,2688.8,100.0,4.4,7.73,25.275996212650448,seawater,SE0420,2022-02-06 18:42:40.267111848,Atlantic,79.33916597090821,65.36706729183769,26.258011953414908,3.0164210607470534,3.5101300000000006,0.2413136848597643,0.0,3.751443684859765,0.0038345625176049,1.0663183906490064,0.0760088258469488,0.4402065,1.5863682790135605,-2.1650754058462045,3000,-26.341750771128822,Low,158.15
37000.0,0.186,1311.3,382.1,10360.6,367.9,20000.0,2619.3,150.0,4.5,7.5,30.0,seawater,SE0421,2021-07-17 00:55:17.529215352,Atlantic,81.80217104187123,71.27185578505599,28.074248632607837,4.328590812355435,3.7,0.3462872649884347,0.0,4.046287264988435,0.0041670045760407,1.0297649941171751,0.0816989282864096,0.4554089999999999,1.5710399269796254,-2.47524733800881,3000,-30.11550927910719,Low,158.15
37000.0,0.153,1200.0,367.6,10922.6,378.5,18800.0,2900.0,120.3,4.6,7.55,16.872538649000838,seawater,SE0422,2022-04-23 08:08:00.801335552,Atlantic,70.93812820762301,77.33455610486193,10.592791663520751,3.1125934707414684,3.7,0.2490074776593174,0.0,3.949007477659318,0.0012933163053659,0.8172072369518171,0.0852845484724417,0.4458389999999999,1.3496241017296249,-2.599383375929693,3000,-31.625831073811263,Low,158.15
34626.6,0.169,1391.9,437.2,10475.6,388.5,18800.0,2532.5,115.5,4.0,8.19,22.216106135783168,seawater,SE0423,2020-02-01 16:28:02.804674457,Mediterranean,78.04185498821994,80.94905437090212,12.80672733585012,4.276790955265151,3.46266,0.342143276421212,0.0,3.804803276421212,0.0017271408619674,1.042813996397792,0.1061727797128752,0.4391339999999999,1.5898479169726347,-2.2149553594485774,3000,-26.94862353995769,Low,158.15
